sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,activation_information,bid,cbid,code,color,computer_manufacturers,contrast_ratio,cost,country_of_manufacture,country_orgin,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery,delivery_included,description,dimension,em_deal,em_featured,em_hot,em_label_bestseller,em_label_new,em_label_saleoff,enable_googlecheckout,finish,gallery,gender,gift_message_available,harddrive_speed,hardrive,has_options,height,image,image_label,in_depth,length,manufacturer,max_resolution,media_gallery,megapixels,memory,meta_description,meta_keyword,meta_title,minimal_price,model,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,offer_type,options_container,page_layout,price,processor,qty_in_pack,ram_size,required_options,response_time,room,sales_notes,screensize,shape,shirt_size,shoe_size,shoe_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,type_prefix,updated_at,url_key,url_path,vendor_code,visibility,weight,width,yml_export,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
<p align=""left"">Бортики кресла стали более объемными, что, безусловно, усилило защиту от боковых ударов, и сделало поездку в кресле более комфортной.<br /> Была усовершенствована специальная регулируемая подушечка, благодаря которой поездка стала максимально удобной для детей, которые ещё не умеют сидеть.<br /> Корпус <strong>Maxi-Cosi Pebble</strong> опоясывает специальный резиновый ободок &ndash; теперь, закрепляя кресло в машине при помощи штатного 3-х точечного ремня безопасности, можно быть не волноваться &ndash; детское сиденье не будет скользить.<br /> Ремешки в автокресле изменены &ndash; регулировка стала простой и оптимальной.</p>",no_selection,,,,,2,2,no_selection,,,2014-03-30 12:19:58,pebble-sparkling-grape,pebble-sparkling-grape.html,,1,9.8000,0.46,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Pebble,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 0+ (0-13кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63016860,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930072959,,,,,,,,2013-12-03 11:04:21,,,,,,0,,,0,1,0,0,0,0,1,,,,,,,0,0.52,/a/0/a0c75e5f611059086a986f989b3c776a.jpg,,,0.73,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Pebble Spicy Pink,,,vendor.model,Блок после информационной колонки,,11220.0000,,2,,0,,,,,,,,,,/a/0/a0c75e5f611059086a986f989b3c776a.jpg,,,,,1,2,/a/0/a0c75e5f611059086a986f989b3c776a.jpg,,,2014-03-30 12:19:34,pebble-spicy-pink,pebble-spicy-pink.html,,4,9.8000,0.46,0,8.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/a/0/a0c75e5f611059086a986f989b3c776a.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Pebble,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 0+ (0-13кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63015370,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930059790,,,,,,,,2013-12-03 11:04:23,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.52,/8/a/8acd6596d462b9328304ebd1bd99d5d8.jpg,,,0.73,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Pebble Sweet Cerise,,,vendor.model,Блок после информационной колонки,,10450.0000,,2,,0,,,,,,,,,,/8/a/8acd6596d462b9328304ebd1bd99d5d8.jpg,,,,,2,2,/8/a/8acd6596d462b9328304ebd1bd99d5d8.jpg,,,2014-04-08 16:36:33,pebble-sweet-cerise,pebble-sweet-cerise.html,,1,9.8000,0.46,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/8/a/8acd6596d462b9328304ebd1bd99d5d8.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Pebble,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 0+ (0-13кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63015940,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930081340,,,,,,,,2013-12-03 11:04:26,,,,,,0,,,1,1,1,1,1,1,1,,,,,,,0,0.52,/7/a/7af43a31126cb79eb3ed2cfde214e2bc.jpg,,,0.73,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Pebble Total black,,,vendor.model,Блок после информационной колонки,,11220.0000,,2,,0,,,,,,,,,,/7/a/7af43a31126cb79eb3ed2cfde214e2bc.jpg,,,,,1,2,/7/a/7af43a31126cb79eb3ed2cfde214e2bc.jpg,,,2014-03-30 12:18:52,pebble-total-black,pebble-total-black.html,,4,9.8000,0.46,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/7/a/7af43a31126cb79eb3ed2cfde214e2bc.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Pebble,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 0+ (0-13кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63015350,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930059783,,,,,,,,2013-12-03 11:04:29,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.52,/4/0/40de28e09fcaf66ccd8b749eecbf8556.jpg,,,0.73,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Pebble Walnut Brown,,,vendor.model,Блок после информационной колонки,,11220.0000,,2,,0,,,,,,,,,,/4/0/40de28e09fcaf66ccd8b749eecbf8556.jpg,,,,,1,2,/4/0/40de28e09fcaf66ccd8b749eecbf8556.jpg,,,2014-03-30 12:18:26,pebble-walnut-brown,pebble-walnut-brown.html,,4,9.8000,0.46,0,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/4/0/40de28e09fcaf66ccd8b749eecbf8556.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Pebble,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 0+ (0-13кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63606090,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930059172,,,,,,,,2013-12-03 11:04:32,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.48,/5/0/508e9dace4a9b7abfe6607423c0c5719.jpg,,,0.71,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori SPS Cave,,,vendor.model,Блок после информационной колонки,,10450.0000,,2,,0,,,,,,,,,,/5/0/508e9dace4a9b7abfe6607423c0c5719.jpg,,,,,1,2,/5/0/508e9dace4a9b7abfe6607423c0c5719.jpg,,,2014-03-30 12:17:26,priori-sps-cave,priori-sps-cave.html,,4,16.0000,0.72,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/5/0/508e9dace4a9b7abfe6607423c0c5719.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63606390,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930000327,,,,,,,,2013-12-03 11:04:34,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.48,/7/8/781812ead535bed293e638fc21f6dacf.jpg,,,0.71,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori SPS Enzo,,,vendor.model,Блок после информационной колонки,,10450.0000,,2,,0,,,,,,,,,,/7/8/781812ead535bed293e638fc21f6dacf.jpg,,,,,1,2,/7/8/781812ead535bed293e638fc21f6dacf.jpg,,,2014-03-30 12:17:03,priori-sps-enzo,priori-sps-enzo.html,,4,16.0000,0.72,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/7/8/781812ead535bed293e638fc21f6dacf.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63603220,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930033424,,,,,,,,2013-12-03 11:04:37,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.48,/e/1/e1d89793128c41eaf2097e97e8f3ad15.jpg,,,0.71,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori SPS Moonlight,,,vendor.model,Блок после информационной колонки,,8900.0000,,2,,0,,,,,,,,,,/e/1/e1d89793128c41eaf2097e97e8f3ad15.jpg,,,,,1,2,/e/1/e1d89793128c41eaf2097e97e8f3ad15.jpg,,,2014-03-30 12:16:45,priori-sps-moonlight,priori-sps-moonlight.html,,1,16.0000,0.72,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/e/1/e1d89793128c41eaf2097e97e8f3ad15.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63606110,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930059189,,,,,,,,2013-12-03 11:04:42,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.48,/b/d/bd27b26d50a96fef62dc9b710df484a4.jpg,,,0.71,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori SPS Ocean,,,vendor.model,Блок после информационной колонки,,10450.0000,,2,,0,,,,,,,,,,/b/d/bd27b26d50a96fef62dc9b710df484a4.jpg,,,,,1,2,/b/d/bd27b26d50a96fef62dc9b710df484a4.jpg,,,2014-03-30 12:16:15,priori-sps-ocean,priori-sps-ocean.html,,4,16.0000,0.72,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/b/d/bd27b26d50a96fef62dc9b710df484a4.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63606380,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930025054,,,,,,,,2013-12-03 11:04:45,,,,,,0,,,0,1,0,0,0,0,1,,,,,,,0,0.48,/d/4/d415fc66e03af6034a54a5ba37d632cb.jpg,,,0.71,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori SPS Stone,,,vendor.model,Блок после информационной колонки,,10450.0000,,2,,0,,,,,,,,,,/d/4/d415fc66e03af6034a54a5ba37d632cb.jpg,,,,,1,2,/d/4/d415fc66e03af6034a54a5ba37d632cb.jpg,,,2014-03-30 12:15:53,priori-sps-stone,priori-sps-stone.html,,4,16.0000,0.72,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/d/4/d415fc66e03af6034a54a5ba37d632cb.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64106120,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930061113,,,,,,,,2013-12-03 11:04:48,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.45,/3/6/36f69330440f3e593dad71edfe32360a.jpg,,,0.76,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori XP Blue night,,,vendor.model,Блок после информационной колонки,,12280.0000,,2,,0,,,,,,,,,,/3/6/36f69330440f3e593dad71edfe32360a.jpg,,,,,1,2,/3/6/36f69330440f3e593dad71edfe32360a.jpg,,,2014-03-30 12:15:31,priori-xp-blue-night,priori-xp-blue-night.html,,4,20.0000,0.71,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/3/6/36f69330440f3e593dad71edfe32360a.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori XP,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1 (9-18кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64105910,,Default,simple,Maxi-Cosi,Root Catalog,base,,,,8712930061120,,,,,,,,2013-12-03 11:04:51,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.45,/c/b/cb822818de89e27a84300ce67db2d2ba.jpg,,,0.76,Maxi-Cosi,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Priori XP Colored Sand,,,vendor.model,Блок после информационной колонки,,12280.0000,,2,,0,,,,,,,,,,/c/b/cb822818de89e27a84300ce67db2d2ba.jpg,,,,,1,2,/c/b/cb822818de89e27a84300ce67db2d2ba.jpg,,,2014-03-30 12:15:04,priori-xp-colored-sand,priori-xp-colored-sand.html,,4,20.0000,0.71,0,14.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/c/b/cb822818de89e27a84300ce67db2d2ba.jpg,,1,0
,,Default,simple,Maxi-Cosi/Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Maxi-Cosi/Priori XP,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
